meanZCR,stdZCR,meanSpecCentroid,stdSpecCentroid,meanSpecContrast,stdSpecContrast,meanSpecBandwidth,stdSpecBandwidth,meanSpecRollof,stdSpecRollof,meanMFCC_1,stdMFCC_1,meanMFCC_2,stdMFCC_2,meanMFCC_3,stdMFCC_3,meanMFCC_4,stdMFCC_4,meanMFCC_5,stdMFCC_5,meanMFCC_6,stdMFCC_6,meanMFCC_7,stdMFCC_7,meanMFCC_8,stdMFCC_8,meanMFCC_9,stdMFCC_9,meanMFCC_10,stdMFCC_10,meanMFCC_11,stdMFCC_11,meanMFCC_12,stdMFCC_12,meanMFCC_13,stdMFCC_13,genre
0.9627214960996022,-0.6018736555104078,0.9839538713364224,-0.6128360961767494,-0.7425463421228495,-0.7559095623167158,0.8127233160172227,-0.695147808099539,0.9663391323651407,-0.6171976200384259,-0.8938619070428511,-0.989626439700512,0.32919659706160787,-0.8916601869628774,-0.20969729069312476,-0.9624083820256435,0.09895485223589078,-0.9380979217164749,-0.12743744340121158,-0.7721466672789407,0.18018422443430906,-0.7603327581762191,0.30889018997324935,-0.8421447405943678,0.2525264833615613,-0.7902495779587504,0.07282690613446255,-0.7571131851105188,0.2593047554169197,-0.7029030451100012,0.16154150022218505,-0.6754656320020804,0.15871939650014166,-0.7510433266769079,0.0027677324625448585,-0.6842495507257641,Adhunik
0.48978664049181186,0.33183246672193634,0.3609950038879386,-0.49017434681810423,-0.5454699514393737,-0.5761198448649838,0.7611582016103966,-0.6697005315487542,0.5992008318826019,-0.5437269325393564,-0.8107553051246155,-0.49016189539023813,0.15856829029016384,-0.8300733443390351,-0.28902969229602704,-0.6690528218063405,0.09162730778078429,-0.6078357463876127,-0.2330375380620693,-0.48231546077351595,-0.050488083272018536,-0.6134360660144277,0.036002529151264145,-0.8037667162458401,0.17441996838961527,-0.6864316608961594,-0.19682577016522648,-0.6119941764672218,0.07654330394178349,-0.053326122683232446,-0.12496739916042857,-0.7171584446002106,0.013013139924573959,-0.719873393069709,-0.3482225462462165,-0.44343719905458445,Adhunik
0.4192488505450227,0.2201029670826078,0.29316609146099837,-0.3371920505880611,-0.5316187727797468,-0.5413535039491544,0.6924854548462396,-0.6157429737164231,0.5039666312259754,-0.3387199911833043,-0.7268884372828885,-0.16932897640789424,0.16538947122605968,-0.7407823283714536,-0.33347818692278164,-0.6954991382909665,0.10874703216228812,-0.5977929257625627,-0.2162218094154012,-0.5727461152089678,0.061473540941033716,-0.5945995463136131,0.08833575474214277,-0.6230873345695496,0.14370165977208682,-0.5562716297639712,-0.09569471478785625,-0.7385319356774289,0.1953687510724833,-0.6942608801580903,-0.10047833966703254,-0.5592008424397472,-0.00267769837335953,-0.6568877379950231,-0.3034277728906319,-0.7458985519776403,Adhunik
0.7075579893578552,-0.15033490381019465,0.7948788578162029,-0.1073437803498467,-0.6646945609392065,-0.577673190300596,0.6748955316480874,-0.2316559497472228,0.7890032597646894,-0.05418229109875994,-0.7683587786841832,-0.12516381227457807,-0.059284109833722426,0.30209170951286013,-0.2583303966222176,-0.48475021685020514,0.15943062588638143,-0.9437833165363491,-0.1939474753863033,-0.4955535207368672,0.0532592438494839,-0.7844328516130721,0.06927025576872263,-0.87972074921295,0.21793417169364224,-0.8533767945419367,-0.08597385441261791,-0.8940983718524318,0.2665072447584812,-0.8804401121436567,-0.09570618161837297,-0.8545815148864291,0.06614671675054107,-0.8323874040999009,-0.29135059041970307,-0.6927259414946039,Adhunik
0.05577310533657087,-0.2852439088648865,0.28565554158222195,-0.014139541451021698,-0.6595721592303678,-0.4592640671201289,0.739967541549182,-0.45438176844010303,0.5486452698360771,-0.1813142051809451,-0.800885841024172,-0.3466085259737085,0.1881876483478428,-0.6444792019347128,-0.34552849612952863,-0.7940369742081177,0.24705373824710036,-0.07315057721447493,-0.23962819489701093,-0.5571986860230483,0.0359856519676454,-0.6711906738096266,0.09202466455764646,-0.5351890472190901,0.1167400241162949,-0.6628481925850761,-0.10646497813838621,-0.7754378982949709,0.12025247045489998,-0.4734784955053368,-0.07308899174107922,-0.5289879725552952,0.053426258999102055,-0.7635857174417271,-0.27628458620731144,-0.8084571114123515,Adhunik
0.7200082657436586,-0.5194021644015606,0.8503144424233438,-0.5681862366251519,-0.7928750090302912,-0.769571065341411,0.8732906843548385,-0.6586739510691529,0.94081015083714,-0.5988670783411492,-0.9348506588476294,-0.9152119973076739,0.12035062803727757,-0.9286036636910262,-0.36154520361798315,-0.9744965330196101,0.15491720851836455,-0.8997614512776029,-0.2763639104690349,-0.9999999999999999,0.02183622532480287,-1.0,0.0182912446633921,-0.9897349772231218,0.19507710566629416,-1.0,-0.13806900694526636,-1.0,0.22936859185617306,-0.9999999999999999,-0.15033321723874513,-1.0,0.04990486734280723,-1.0,-0.2933590905980755,-1.0,Adhunik
0.19049439479258168,0.20635872882561856,0.23635531403709398,-0.03792645565442454,-0.3615712786554539,-0.22154220655541979,0.6446250653083851,-0.37186502589023485,0.4652700697519543,-0.14251883393203402,-0.7171086533443735,-0.2619064847894852,0.07575445541638454,-0.868537428569491,-0.19267384999966605,-0.3101565139221,0.07996766027937069,-0.43505482649972194,-0.20573427922681076,-0.5156689631375676,-0.08407266891191062,-0.4357615364737901,0.04133452046652654,-0.7165752182706502,0.08760669546565904,-0.5514174569768465,-0.1601205007791858,-0.7168889382112245,0.16994455378265313,-0.5799368818760703,-0.11843784491332049,-0.5533938689619895,0.009878055856624976,-0.8190160153098816,-0.3493993196961431,-0.7665143039248106,Adhunik
0.9110399338740509,-0.25248756647023696,0.9427037899076154,-0.3305580036845952,-0.5466200116334492,-0.5387423478071225,0.687566038027982,-0.5306433215100592,0.8725420322705022,-0.35713738713654,-0.9663546477068681,-0.9067693264571294,-0.010208113375736641,-0.26185143314267756,-0.3190004271727409,-0.8064480070775311,0.09714234296482871,-0.6171018608175656,-0.25414109952693176,-0.8569092482833827,-0.045187850464061464,-0.5776775474115058,0.021600020134671587,-1.0,0.10573259476141546,-0.510137743055763,-0.1799362930189086,-0.8117030194746205,0.17802891301574061,-0.7039974807663871,-0.1360394246486817,-0.8514700683592288,-0.0169067790752518,-0.5919905208296345,-0.29448752223441715,-0.8640543147533509,Adhunik
0.6768197551273443,-0.16762810711960308,0.8132097888520937,-0.2277666783914759,-0.5827563533513889,-0.6529308321449276,0.7639538702517357,-0.5573137087541313,0.8459498300015189,-0.3044141779103876,-0.8448582743657361,-0.5689824304822138,0.05418847025633421,-0.7521794051706217,-0.3137546184838261,-0.6684562573813616,0.10340050428709119,-0.4135217809071128,-0.2307776844430878,-0.5682887937078285,0.025664641083378178,-0.758099459938662,0.05289825965393472,-0.6908541229239562,0.17647053205079383,-0.7076001984977851,-0.07782283366288494,-0.6244487075370784,0.1479744534569808,-0.7416655129281964,-0.15882773242243794,-0.7855995959875961,0.007096636519782429,-0.7729292995310961,-0.2619542251571683,-0.7247510747623267,Adhunik
-0.06778943018029637,0.21990663144280576,0.10588469945148482,-0.0013038466612327326,-0.5509136039836817,-0.29986794009956674,0.5212953787577221,-0.18873209439135996,0.312224701772424,-0.05703128253183998,-0.781620499381068,-0.4051995209114603,0.1329807860318274,-0.9844988602299781,-0.18467926760551825,-0.11694971706707369,0.20100602773664328,-0.5437205718204889,-0.22097942743171722,-0.5705546051488447,-0.01443924565108871,-0.8341528132595192,0.13856681354022032,-0.38995840318903674,0.20552355725089305,-0.8812899967439778,-0.05014538275269548,-0.617976999363276,0.2599673985312408,-0.7586034385288574,-0.12405007553887792,-0.6796007136155945,-0.06694423300529431,-0.5755453913076528,-0.4186619196696352,-0.46756402113614404,Adhunik
-0.13479361471302365,-0.3447706149171562,0.3109465506450697,-0.051076553297989546,-0.6246262051125875,-0.41387393923251414,0.7244478477070313,-0.4921204104341692,0.5252777810232625,-0.18103345810395688,-0.7934177406652743,-0.27523685178076784,0.15196488148894152,-0.8647930988256627,-0.3840071218357632,-0.9758182793577314,0.16959499211321613,-0.7905082663292571,-0.28979794132504383,-0.9288401876644548,-0.015266877191353317,-0.821901211702426,0.17858285271465274,-0.07911754668663096,0.1486216416051759,-0.7950255946707949,-0.11249830969538993,-0.8788152940074412,0.30733234193578884,-0.6786359475290502,-0.1299720261568333,-0.763849469857856,0.109404709082591,-0.7517912600019754,-0.2896928925870547,-0.8295307050318788,Adhunik
0.8491501782300979,-0.49659613264393565,0.9715280023587971,-0.5638521663246667,-0.688151004448327,-0.8192024658685633,0.8719283731703951,-0.6868717512667067,0.9865636939326317,-0.6073391602124583,-0.8466444015293653,-0.9255731341853126,0.37521302407200396,-0.8404632140003009,-0.25284520883986883,-0.9370829876012775,0.13661369315029628,-0.7295289562991669,-0.1286605693598474,-0.7780799990193333,0.2552018181221117,-0.7319222509146563,0.3584915169081598,-0.7961847713940822,0.26985173984577876,-0.7635865574774541,-0.0014115141979375856,-0.7352842733941216,0.19268261708717777,-0.7322598009532748,0.15064937301894793,-0.6349009545731941,0.21273526244117238,-0.692017959588987,-0.0035621249137228195,-0.6345411174612101,Adhunik
